Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","3766.657","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","4048.564","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","2260.279","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","5423.484","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","7766.036","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","3744.586","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","4021.45","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","2216.404","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","5408.555","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","7719.035","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","3724.242","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","3994.793","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","2173.353","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","5393.596","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","7674.913","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","3705.758","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","3969.155","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","2131.248","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","5379.083","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","7634.735","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","3689.341","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","3945.394","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","2090.439","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","5365.591","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","7592.273","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","3671.633","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","3920.64","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","2050.944","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","5353.646","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","7543.13","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","3650.233","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","3892.898","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","2012.821","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","5343.392","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","7488.344","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","3625.789","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","3862.555","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","1975.613","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","5334.77","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","7431.167","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","3599.593","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","3831.575","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","1939.116","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","5327.025","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","7372.141","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","3571.959","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","3800.183","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","1902.938","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","5319.207","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","7309.253","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","3542.454","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","3766.8","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1866.828","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","5310.568","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","7245.975","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","3512.414","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","3733.561","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","1830.702","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","5300.792","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","7182.428","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","3481.952","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","3700.476","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","1794.614","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","5289.957","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","7117.431","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","3451.291","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","3666.139","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1758.643","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","5278.205","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","7052.532","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","3420.914","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","3631.617","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1722.907","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","5265.832","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","6979.175","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","3385.278","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","3593.896","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","1687.49","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","5253.037","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","6885.868","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","3339.354","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","3546.514","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","1652.403","X","Figure from international organizations",""
"OA","Annual population","100","Bulgaria","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","5239.807","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","4548.434","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","1000 persons","2183.182","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","1000 persons","2365.252","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2000","2000","1000 persons","2062.239","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2000","2000","1000 persons","2365.833","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","1000 persons","4506.759","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","1000 persons","2161.272","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","1000 persons","2345.487","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2001","2001","1000 persons","2043.497","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2001","2001","1000 persons","2364.583","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","1000 persons","4482.868","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","1000 persons","2149.735","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","1000 persons","2333.133","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2002","2002","1000 persons","2030.408","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2002","2002","1000 persons","2365.411","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2003","2003","1000 persons","4461.139","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2003","2003","1000 persons","2139.514","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2003","2003","1000 persons","2321.624","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2003","2003","1000 persons","2019.844","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2003","2003","1000 persons","2369.102","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2004","2004","1000 persons","4443.35","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2004","2004","1000 persons","2131.459","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2004","2004","1000 persons","2311.891","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2004","2004","1000 persons","2010.143","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2004","2004","1000 persons","2373.777","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2005","2005","1000 persons","4429.681","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2005","2005","1000 persons","2125.584","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2005","2005","1000 persons","2304.098","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2005","2005","1000 persons","2000.102","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2005","2005","1000 persons","2377.955","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2006","2006","1000 persons","4417.56","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2006","2006","1000 persons","2120.684","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2006","2006","1000 persons","2296.876","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2006","2006","1000 persons","1989.394","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2006","2006","1000 persons","2381.305","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2007","2007","1000 persons","4405.532","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2007","2007","1000 persons","2116.036","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2007","2007","1000 persons","2289.496","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2007","2007","1000 persons","1978.228","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2007","2007","1000 persons","2384.038","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2008","2008","1000 persons","4393.664","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2008","2008","1000 persons","2111.532","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2008","2008","1000 persons","2282.132","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2008","2008","1000 persons","1966.449","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2008","2008","1000 persons","2385.979","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2009","2009","1000 persons","4382.13","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2009","2009","1000 persons","2107.41","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2009","2009","1000 persons","2274.72","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2009","2009","1000 persons","1954.051","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2009","2009","1000 persons","2387.033","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2010","2010","1000 persons","4368.682","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2010","2010","1000 persons","2102.739","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2010","2010","1000 persons","2265.943","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2010","2010","1000 persons","1940.974","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2010","2010","1000 persons","2387.179","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2011","2011","1000 persons","4351.842","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2011","2011","1000 persons","2096.593","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2011","2011","1000 persons","2255.249","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2011","2011","1000 persons","1927.119","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2011","2011","1000 persons","2386.252","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2012","2012","1000 persons","4331.595","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2012","2012","1000 persons","2088.824","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2012","2012","1000 persons","2242.771","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2012","2012","1000 persons","1911.684","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2012","2012","1000 persons","2384.842","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2013","2013","1000 persons","4308.854","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2013","2013","1000 persons","2079.934","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2013","2013","1000 persons","2228.919","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2013","2013","1000 persons","1894.797","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2013","2013","1000 persons","2383.009","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2014","2014","1000 persons","4283.972","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2014","2014","1000 persons","2070.206","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2014","2014","1000 persons","2213.765","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2014","2014","1000 persons","1876.612","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2014","2014","1000 persons","2380.921","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2015","2015","1000 persons","4254.815","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2015","2015","1000 persons","2058.566","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2015","2015","1000 persons","2196.249","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2015","2015","1000 persons","1857.29","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2015","2015","1000 persons","2378.726","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2016","2016","1000 persons","4223.751","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2016","2016","1000 persons","2045.886","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2016","2016","1000 persons","2177.865","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2016","2016","1000 persons","1836.858","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2016","2016","1000 persons","2376.407","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2017","2017","1000 persons","4192.467","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2017","2017","1000 persons","2033.167","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2017","2017","1000 persons","2159.3","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","1815.373","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","2373.98","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","4160.485","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","2020.133","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","2140.352","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","1793.077","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","2371.706","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","4129.752","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","2007.499","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","2122.252","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","1770.247","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","2369.901","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","4096.869","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","1993.655","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","2103.215","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","1747.114","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","2368.833","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","4060.135","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","1976.849","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","2083.287","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","1723.776","X","Figure from international organizations",""
"OA","Annual population","191","Croatia","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","2368.602","X","Figure from international organizations",""
"OA","Annual population","196","Cyprus","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","1000 persons","948.237","X","Figure from international organizations",""
