Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2017","2017","1000 persons","233.097","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2017","2017","1000 persons","11196.239","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2018","2018","1000 persons","11448.595","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2018","2018","1000 persons","5643.009","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2018","2018","1000 persons","5805.587","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2018","2018","1000 persons","229.844","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2018","2018","1000 persons","11268.675","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2019","2019","1000 persons","11510.568","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2019","2019","1000 persons","5677.883","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2019","2019","1000 persons","5832.685","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2019","2019","1000 persons","226.556","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2019","2019","1000 persons","11336.228","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2020","2020","1000 persons","11561.717","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2020","2020","1000 persons","5707.264","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2020","2020","1000 persons","5854.453","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2020","2020","1000 persons","223.197","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2020","2020","1000 persons","11396.775","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2021","2021","1000 persons","11611.419","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","512","Total Population - Male","3010","Population - Est. & Proj.","2021","2021","1000 persons","5734.845","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","513","Total Population - Female","3010","Population - Est. & Proj.","2021","2021","1000 persons","5876.574","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","551","Rural population","3010","Population - Est. & Proj.","2021","2021","1000 persons","219.756","X","Figure from international organizations",""
"OA","Annual population","056","Belgium","561","Urban population","3010","Population - Est. & Proj.","2021","2021","1000 persons","11449.399","X","Figure from international organizations",""
"OA","Annual population","058","Belgium-Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2000","2000","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2000","2000","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2000","2000","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","551","Rural population","3010","Population - Est. & Proj.","2000","2000","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","561","Urban population","3010","Population - Est. & Proj.","2000","2000","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2001","2001","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2001","2001","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2001","2001","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","551","Rural population","3010","Population - Est. & Proj.","2001","2001","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","561","Urban population","3010","Population - Est. & Proj.","2001","2001","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","511","Total Population - Both sexes","3010","Population - Est. & Proj.","2002","2002","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","512","Total Population - Male","3010","Population - Est. & Proj.","2002","2002","","","","",""
"OA","Annual population","058","Belgium-Luxembourg","513","Total Population - Female","3010","Population - Est. & Proj.","2002","2002","","","","",""
